,Electricity Price,Wind Power,Solar Power,HPP Power,Curtailed Power,Battery SOC,Battery Power
2788,34.438,146.68757223851514,0.0,143.57266683934577,0.0,103.97727272727269,-3.1149053991693636
2789,34.438,180.362749148535,2.907532318930253,180.15537606829588,0.0,107.0454545454545,-3.1149053991693645
2790,36.765,194.96217292948188,15.756936359888812,207.60420389020132,0.0,110.11363636363632,-3.1149053991693645
2791,34.574,199.17023169808073,38.477298095874005,234.53262439478536,0.0,113.18181818181813,-3.1149053991693663
2792,33.951,198.94797455390633,71.0434184689341,266.8764876236711,0.0,116.24999999999994,-3.1149053991693645
2793,30.712,199.58232022353212,108.11888708120449,300.0,4.5863019055672485,119.31818181818176,-3.1149053991693645
2794,30.712,189.08255713557503,122.04563002055242,300.0,8.0132817569581,122.38636363636357,-3.1149053991693663
2795,26.003,185.03807349837572,124.6440210463647,300.0,6.567189145571071,125.45454545454538,-3.1149053991693663
2796,25.18,186.5231825221254,106.68787422219279,290.0961513451488,0.0,128.52272727272722,-3.1149053991693663
2797,25.205,196.09998820216245,92.49273248826476,285.47781529125785,0.0,131.59090909090904,-3.1149053991693663
2798,31.01,184.00626118966596,87.12781052296141,268.019166313458,0.0,134.65909090909088,-3.1149053991693663
2799,32.698,172.18652047013663,72.81241603467176,241.88403110563902,0.0,137.7272727272727,-3.1149053991693663
2800,34.438,162.25739846411244,46.622822607869175,205.76531567281228,0.0,140.79545454545453,-3.114905399169359
2801,36.87,139.661074499119,20.400336422293314,156.94650552224297,0.0,143.86363636363637,-3.114905399169345
2802,47.351,147.33078098619893,4.49364061243267,148.70951619946226,0.0,146.9318181818182,-3.114905399169345
2803,49.119,180.1078803781396,0.0,180.1078803781396,0.0,150.0,0.0
2804,49.119,151.88387597582346,0.0,151.88387597582346,0.0,150.0,0.0
2805,39.723,163.75056767175775,0.0,163.75056767175775,0.0,150.0,0.0
2806,37.116,183.53040708316536,0.0,183.53040708316536,0.0,150.0,0.0
2807,34.526,167.90851891794745,0.0,167.90851891794745,0.0,150.0,0.0
2808,40.395,177.15379291104495,0.0,177.15379291104495,0.0,150.0,0.0
2809,40.395,188.9230727663655,0.0,188.9230727663655,0.0,150.0,0.0
2810,40.395,182.80210696780446,0.0,182.80210696780446,0.0,150.0,0.0
2811,40.395,166.32344842789973,0.0,166.32344842789973,0.0,150.0,0.0
2812,40.395,169.04899844321596,0.0,169.04899844321596,0.0,150.0,0.0
2813,40.123,167.59164071230748,3.1812790504231607,170.77291976273065,0.0,150.0,0.0
2814,36.442,145.820810241179,14.17730774777356,159.99811798895257,0.0,150.0,0.0
2815,39.824,152.45380469183695,54.34616132242718,206.79996601426413,0.0,150.0,0.0
2816,35.076,181.7406982970718,94.20432101121311,275.9450193082849,0.0,150.0,0.0
2817,32.878,169.70109750894574,125.64300622656737,295.3441037355131,0.0,150.0,0.0
2818,32.794,88.30454780274219,151.37314132867704,239.67768913141924,0.0,150.0,0.0
2819,32.794,95.45117220242999,148.11723031069997,243.56840251312997,0.0,150.0,0.0
2820,33.077,97.1326370850714,132.90410222045873,230.03673930553012,0.0,150.0,0.0
2821,34.094,107.37789139882838,122.14062982293524,229.51852122176362,0.0,150.0,0.0
2822,36.091,89.38311652144328,112.69374441683173,202.07686093827502,0.0,150.0,0.0
2823,39.348,66.98758889901663,89.58841893934256,156.5760078383592,0.0,150.0,0.0
